Authors,Title,Year,Source,,
"Yoo, D.S; Choi, W.Y; Lee, S.Y; Jeong, J.W; Lee, J.W; Kim, S; Chang, Y.",Quantitative analysis of white matter on DTI images of patients with tinnitus: preliminary report.,2006,Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Conference,,
"Dreha-Kulaczewski, S; Dechent, P; Helms, G; Frahm, J; G’_rtner, J; Brockmann, K.",Cerebral metabolic and structural alterations in hereditary spastic paraplegia with thin corpus callosum assessed by MRS and DTI,2006,Neuroradiology,,
"Gonz’çlez, R.G; Hirsch, J.A; Koroshetz, W.J; Lev, M.H; Schaefer, P.",Acute ischemic stroke: Imaging and intervention,2006,Acute Ischemic Stroke,,
"Mansi, L; Rambaldi, C; Cascini, G.L; Vallone, G.",The role of scintigraphy in the management of children with neurogenic bladder dysfunction,2006,"Pediatric Neurogenic Bladder Dysfunction: Diagnosis, Treatment, Long-Term Follow-up",,
"Mechtouff, L; Hermier, M; Nader, B; Cartalat, S; Derex, L; Cakmak, S; Honnorat, J; Nighoghossian, N.",Stroke MRI may result in a therapeutic dilemma [1],2006,European Neurology,,
"Martin-Landrove, M.",Nosologic maps of brain tumor images obtained from combination of different MRI modalities.,2006,Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Conference,,
"Hodges, F.S; McAtee, S; Kirkpatrick, J.S; Theiss, S.M.",The ability of MRI to predict failure of nonoperative treatment of pyogenic vertebral osteomyelitis,2006,Journal of Spinal Disorders and Techniques,,
"Kaji, Y.",Staging of the prostate cancer using MRI,2006,Japanese Journal of Clinical Radiology,,
"Aygok, G; Marmarou, A; Fatouros, P; Young, H.",Brain tissue water content in patients with idiopathic normal pressure hydrocephalus,2006,"Acta Neurochirurgica, Supplementum",,
"Di Costanzo, A; Trojsi, F; Popolizio, T; Giannatempo, G.M; Simeone, A; Pollice, S; Catapano, D; Tosetti, M; Maggialetti, N; D'Angelo, V.A; Carriero, A; Salvolini, U; Tedeschi, G; Scarabino, T.",3.0 T imaging of brain tumours,2006,High Field Brain MRI: Use in Clinical Practice,,
"Gescheidtova, E; Kub’çsek, R; BartuÅçek, K.",Quality of gradient magnetic fields estimation,2006,Journal of Electrical Engineering,,
"van Pesch, V; Hernalsteen, D; van Rijckevorsel, K; Duprez, Th; Boschi, A; Ivanoiu, A; Sindic, C.J.M.","Clinical, electrophysiological and brain imaging features during recurrent ictal cortical blindness associated with chronic liver failure",2006,Acta Neurologica Belgica,,
"Cimmino, M.A.",Does magnetic resonance represent the gold-standard of imaging for the follow-up of arthritis? | La risonanza magnetica rappresenta il futuro del follow-up delle artriti?,2006,Reumatismo,,
"Keshavarzi, B; Ultman, J; Borhan, A.",Numerical simulation of ozone transport and uptake in asymmetrically-branched airways of the respiratory tract,2006,"AIChE Annual Meeting, Conference Proceedings",,
"Chapuy, S; Gorincour, G; Roquelaure, B; Aschero, A; Paris, M; Lambot, K; Delarue, A; Bourli’åre-Najean, B; Petit, P.",Sonographic diagnosis of a common pancreaticobiliary channel in children,2006,Pediatric Radiology,,
"Gupta, A; Malik, G.K; Gupta, A; Saksena, S; Gupta, R.K.",MR demonstration of complete cerebellar and corpus callosum agenesis,2006,Pediatric Neurosurgery,,
"Charil, A; Caputo, D; Cavarretta, R; Sormani, M.P; Ferrante, P; Filippi, M.",Cervical cord magnetization transfer ratio and clinical changes over 18 months in patients with relapsing-remitting multiple sclerosis: A preliminary study,2006,Multiple Sclerosis,,
"Sakamoto, A; Tanaka, K; Matsuda, S; Harimaya, K; Nakamura, T; Oda, Y; Tsuneyoshi, M; Iwamoto, Y.",Adventitial cystic disease of the popliteal vein: Report of a case,2006,Surgery Today,,
"Scarabino, T; Nemore, F; Giannatempo, G.M; Simeone, A; Maggialetti, A; Maggialetti, N; Salvolini, U.",Standard 3.0 T MR imaging,2006,High Field Brain MRI: Use in Clinical Practice,,
"Hofmann, B.M; Kreutzer, J; Saeger, W; Buchfelder, M; Bl’_mcke, I; Fahlbusch, R; Buslei, R.",Nuclear Ô_-catenin accumulation as reliable marker for the differentiation between cystic craniopharyngiomas and Rathke cleft cysts: A clinico-pathologic approach,2006,American Journal of Surgical Pathology,,
"Partap, S; Spence, A.M.",Spontaneously relapsing and remitting primary CNS lymphoma in an immunocompetent 45-year-old man,2006,Journal of Neuro-Oncology,,
"Ryu, C.W; Lee, D.H; Kim, H.S; Lee, J.H; Choi, C.G; Kim, S.J; Suh, D.C.",Acquision of MR perfusion images and contrast-enhanced MR angiography in acute ischaemic stroke patients: Which procedure should be done first?,2006,British Journal of Radiology,,
"McIntyre, C.C; Butson, C.R; Maks, C.B; Noecker, A.M.",Optimizing deep brain stimulation parameter selection with detailed models of the electrode-tissue interface.,2006,Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Conference,,
"Zhang, H; Xie, Y.",Dynamics of paramagnetic agents by off-resonance rotating frame technique,2006,Journal of Magnetic Resonance,,
"Young, K.K; Seog, W.K; Chong, S.K; Seung, B.H.",Effectiveness of MR imaging for diagnosing the mild forms of acute pancreatitis: Comparison with MDCT,2006,Journal of Magnetic Resonance Imaging,,
"Fran’_ois, J; Koning, E; Ferrandon, A; Nehlig, A.",The combination of topiramate and diazepam is partially neuroprotective in the hippocampus but not antiepileptogenic in the lithium-pilocarpine model of temporal lobe epilepsy,2006,Epilepsy Research,,
"Buchsbaum, M.S; Schoenknecht, P; Torosjan, Y; Newmark, R; Chu, K.-W; Mitelman, S; Brickman, A.M; Shihabuddin, L; Haznedar, M.M; Hazlett, E.A; Ahmed, S; Tang, C.",Diffusion tensor imaging of frontal lobe white matter tracts in schizophrenia,2006,Annals of General Psychiatry,,
"Driehuys, B; Cofer, G.P; Pollaro, J; Mackel, J.B; Hedlund, L.W; Johnson, G.A.",Imaging alveolar-capillary gas transfer using hyperpolarized 129Xe MRI,2006,Proceedings of the National Academy of Sciences of the United States of America,,
"Nguyen, T.H; Yoshida, M; Stievenart, J.L; Ida, M; Shiba, T; Iba-Zizen, M.T; Kitahara, K; Cabanis, E.A.",Functional MRI: Principles and applications to the visual system,2006,Neuro-Ophthalmology Japan,,
"DeLisi, L.E; Szulc, K.U; Bertisch, H; Majcher, M; Brown, K; Bappal, A; Branch, C.A; Ardekani, B.A.",Early detection of schizophrenia by diffusion weighted imaging,2006,Psychiatry Research - Neuroimaging,,
"Correale, J; Meli, F; Ysrraelit, C.",Neuronal injury in multiple sclerosis | Compromiso neuronal en esclerosis multiple,2006,Medicina,,
"Lukas, C; Sch’_ls, L; Bellenberg, B; R’_b, U; Przuntek, H; Schmid, G; K’_ster, O; Suchan, B.",Dissociation of grey and white matter reduction in spinocerebellar ataxia type 3 and 6: A voxel-based morphometry study,2006,Neuroscience Letters,,
"Campbell, J.S.W; Savadjiev, P; Siddiqi, K; Pike, G.B.",Validation and regularization in diffusion MRI tractography,2006,2006 3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,,
"Pickalov, V; Basser, P.J.",3-D Tomographic reconstruction of the average propagator from MRI data,2006,2006 3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,,
"Casta’±o-Moraga, C.A; Lenglet, C; Deriche, R; Ruiz-Alzola, J.",A fast and rigorous anisotropic smoothing method for DT-MRI,2006,2006 3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,,
"Bartesaghi, A; Nadar, M.",Segmentation of anatomical structure from DT-MRI,2006,2006 3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,,
"Fillard, P; Arsigny, V; Pennec, X; Ayache, N.","Clinical DT-MRI estimation, smoothing and fiber tracking with Log-Euclidean metrics",2006,2006 3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,,
"Bartusek, K; Gescheidtova, E; Smekal, Z.",Measuring the diffusion of nuclei in biological systems by magnetic resonance methods: Checking the quality of gradient magnetic fields,2006,"Proceedings of the International Conference on Networking, International Conference on Systems and International Conference on Mobile Communications and Learning Technologies,ICN/ICONS/MCL'06",,
"Beaulieu, C.",The biological basis of diffusion tractography,2006,2006 3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,,
"Bilgen, M.",Imaging corticospinal tract connectivity in injured rat spinal cord using manganese-enhanced MRI,2006,BMC Medical Imaging,,
"Salvado, O; Wilson, D.L.",Thick slice interpolation using reverse anisotropic diffusion to reduce partial volume effect,2006,2006 3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,,
"Verma, R; Davatzikos, C.",Manifold based analysis of diffusion tensor images using isomaps,2006,2006 3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,,
"Hageman, N.S; Shattuck, D.W; Narr, K; Toga, A.W.",A diffusion tensor imaging tractography algorithm based on Navier-stokes fluid mechanics,2006,2006 3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,,
"Guo, W; Zeng, Q; Chen, Y; Liu, Y.",Using multiple tensor deflection to reconstruct white matter fiber traces with branching,2006,2006 3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,,
"Parker, G.J.M; Haroon, H.A; Morris, D.M; Lambon-Ralph, M.A; Embleton, K.V.",Integration of FMRI and probabilistic tractography for cerebral network analysis,2006,2006 3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,,
"Li, H; Liu, T; Young, G; Guo, L; Wong, S.T.C.",Brain tissue segmentation based on DWI/DTI data,2006,2006 3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,,
"Sicard, K.M; Henninger, N; Fisher, M; Duong, T.Q; Ferris, C.F.",Differential recovery of multimodal MRI and behavior after transient focal cerebral ischemia in rats,2006,Journal of Cerebral Blood Flow and Metabolism,,
"Weinberger, J.M.",Evolving therapeutic approaches to treating acute ischemic stroke,2006,Journal of the Neurological Sciences,,
"Tajima, Y; Matsumoto, A.",Reversible posterior leukoencephalopathy syndrome in p-ANCA-associated vasculitis,2006,Internal Medicine,,
"Shibazaki, K; Murakami, T; Kushida, R; Kurokawa, K; Terada, K; Sunada, Y.",Acute disseminated encephalomyelitis associated with oral polio vaccine,2006,Internal Medicine,,
"Bo, Z; Rajapakse, J.C.",Effect of diffusion weighting and number of sensitizing directions on fiber tracking in DTI,2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
"Nimsky, C; Ganslandt, O; von Keller, B; Fahlbusch, R.",Intraoperative high-field MRI: anatomical and functional imaging.,2006,Acta neurochirurgica. Supplement,,
"Yong, Y.",An improved EM algorithm for statistical segmentation of brain MRI,2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
"Hata, S; Kanemura, H; Aihara, M; Nakazawa, S.",Serial diffusion-weighted MRI in a patient with west syndrome,2006,Journal of the Japan Epilepsy Society,,
"Le Bihan, D.",From Brownian motion to mind imaging: Diffusion MRI | Du mouvement Brownien aux images de la pens’©e: L'IRM de diffusion,2006,Bulletin de l'Academie Nationale de Medecine,,
"Ducreux, D; Dhermain, F; Fillard, P.",Functional MRI inÎ_brain tumours | IRM fonctionnelle enÎ_pathologie c’©r’©brale tumorale,2006,Cancer/Radiotherapie,,
"Gupta, A; Shah, J.","Creutzfeldt-Jakob disease, spongiform encephalopathy, prion disease, diffusion weighted MRI",2006,Indian Journal of Radiology and Imaging,,
"Simon, J.H; Zhang, S; Laidlaw, D.H; Miller, D.E; Brown, M; Corboy, J; Bennett, J.",Identification of fibers at risk for degeneration by diffusion tractography in patients at high risk for MS after a clinically isolated syndrome,2006,Journal of Magnetic Resonance Imaging,,
"Anthonioz, C; Loisel, D; Delorme, B; Pasco-Papon, A; Aube, C; Caron, C.",MRI aspects of anoxic-ischemic encephalopathy of the term and premature newborn | Aspects IRM de l'enc’©phalopathie anoxo-isch’©mique du nouveau-n’© ’_ terme et du pr’©mature,2006,Journal de Radiologie,,
"Oner, A.Y; Celik, H; Oktar, S.O; Tali, T.",Single breath-hold diffusion-weighted MRI of the liver with parallel imaging: initial experience,2006,Clinical Radiology,,
"Wirestam, R; Bibic, A; L’_tt, J; Brockstedt, S; St’Çhlberg, F.",Denoising of complex MRI data by wavelet-domain filtering: Application to high-b-value diffusion-weighted imaging,2006,Magnetic Resonance in Medicine,,
"Thurnher, M.M; Bammer, R.",Diffusion-weighted MR imaging (DWI) in spinal cord ischemia,2006,Neuroradiology,,
"Abe, K.",MRI of central nervous system (CNS) vasculitis,2006,Current Medical Imaging Reviews,,
"Atkinson, D; Counsell, S; Hajnal, J.V; Batchelor, P.G; Hill, D.L.G; Larkman, D.J.",Nonlinear phase correction of navigated multi-coil diffusion images,2006,Magnetic Resonance in Medicine,,
"Rajeshkannan, R; Moorthy, S; Sreekumar, K; Rupa, R; Prabhu, N.",Clinical applications of diffusion weighted MR imaging: A review,2006,Indian Journal of Radiology and Imaging,,
"Liu, Y; Nuutinen, J; Laakso, M.P; Karonen, J.O; Soimakallio, S; Aronen, H.J; Vanninen, R.L.",ApoE polymorphism and acute stroke: A study with diffusion- and perfusion-weighted MRI and MR angiography,2006,Acta Neurologica Scandinavica,,
"Chung, S; Lu, Y; Henry, R.G.",Comparison of bootstrap approaches for estimation of uncertainties of DTI parameters,2006,NeuroImage,,
"Yoshiura, T; Mihara, F; Koga, H; Noguchi, T; Togao, O; Ohyagi, Y; Ogomori, K; Ichimiya, A; Kanba, S; Honda, H.",Cerebral White Matter Degeneration in Frontotemporal Dementia Detected by Diffusion-Weighted Magnetic Resonance Imaging,2006,Academic Radiology,,
"Maehara, M; Ikeda, K; Ohmura, N; Kurokawa, H; Sakaida, N; Sawada, S.",Leiomyoma of the trachea: CT and MRI findings,2006,Radiation Medicine - Medical Imaging and Radiation Oncology,,
"Bui, T; Daire, J.-L; Chalard, F; Zaccaria, I; Alberti, C; Elmaleh, M; Garel, C; Luton, D; Blanc, N; Sebag, G.",Microstructural development of human brain assessed in utero by diffusion tensor imaging,2006,Pediatric Radiology,,
"Wong, A.M; Toh, C.-H; Lien, R; Chao, A.-S; Wong, H.-F; Ng, K.-K.",Prenatal MR imaging of a meconium pseudocyst extending to the right subphrenic space with right lung compression,2006,Pediatric Radiology,,
"Tanaka, Y; Uematsu, Y; Owai, Y; Itakura, T.",Two cases of ringlike enhancement on MRI mimicking malignant brain tumors,2006,Brain Tumor Pathology,,
"Taoka, T; Hirabayashi, H; Nakagawa, H; Sakamoto, M; Myochin, K; Hirohashi, S; Iwasaki, S; Sakaki, T; Kichikawa, K.",Displacement of the facial nerve course by vestibular schwannoma: Preoperative visualization using diffusion tensor tractography,2006,Journal of Magnetic Resonance Imaging,,
"Ilaslan, H; Joyce, M; Bauer, T; Sundaram, M.","Decubital ischemic fasciitis: Clinical, pathologic, and MRI features of pseudosarcoma",2006,American Journal of Roentgenology,,
"Albers, G.W; Thijs, V.N; Wechsler, L; Kemp, S; Schlaug, G; Skalabrin, E; Bammer, R; Kakuda, W; Lansberg, M.G; Shuaib, A; Coplin, W; Hamilton, S; Moseley, M; Marks, M.P.",Magnetic resonance imaging profiles predict clinical response to early reperfusion: The diffusion and perfusion imaging evaluation for understanding stroke evolution (DEFUSE) study,2006,Annals of Neurology,,
"Yoon, B; Kim, J.-S; Lee, K.-S; Kim, B.-S; Chung, S.-R; Kim, Y.-I.",Early pathological changes in the cerebellum of patients with pure cerebellar syndrome demonstrated by diffusion-tensor imaging,2006,European Neurology,,
"Munkeby, B.H; Smith, H.-J; Winther-Larssen, E.H; Bj’Ùrnerud, A; Bjerk’Çs, I.",Magnetic resonance imaging of the Harderian gland in piglets,2006,Journal of Anatomy,,
"Dujardin, M; Peeters, E; Ernst, C; Stadnik, T.",Bilateral putaminal necrosis due to methanol abuse,2006,Journal Belge de Radiologie,,
"Prompers, J.J; Jeneson, J.A.L; Drost, M.R; Oomens, C.C.W; Strijkers, G.J; Nicolay, K.",Dynamics MRS and MRI of skeletal muscle function and biomechanics,2006,NMR in Biomedicine,,
"Fournier, L.-S; Cu’©nod, C.-A; Cl’©ment, O; Frija, G.",Treatment response evaluation byÎ_functional imaging | ’_valuation deÎ_laÎ_r’©ponse auÎ_traitement parÎ_imagerie fonctionnelle,2006,Cancer/Radiotherapie,,
"Bittoun, J; Querleux, B; Darrasse, L.",Advances in MR imaging of the skin,2006,NMR in Biomedicine,,
"Ohnari, K; Matsunaga, K; Uozumi, T; Tamagawa, A; Hashimoto, T; Tsuji, S.",Unilateral positive - Negative myoclonus in Creutzfeldt-Jakob disease,2006,Movement Disorders,,
"Hurwitz, T.A; Mandat, T; Forster, B; Honey, C.",Tract identification by novel MRI signal changes following stereotactic anterior capsulotomy,2006,Stereotactic and Functional Neurosurgery,,
"Alemdar, M; Selekler, H.M; Iseri, P; Demirci, A; Komsuoglu, S.S.",The importance of EEG and variability of MRI findings in acute hemorrhagic leukoencephalitis [1],2006,European Journal of Neurology,,
"Cohen, E.I; Wilck, E.J; Shapiro, R.S.",Hepatic imaging in the 21st century,2006,Seminars in Liver Disease,,
"Ulmer, S; Braga, T.A; Barker, F.G; Lev, M.H; Gonzalez, R.G; Henson, J.W.",Clinical and radiographic features of peritumoral infarction following resection of glioblastoma,2006,Neurology,,
"Peled, S; Friman, O; Jolesz, F; Westin, C.-F.",Geometrically constrained two-tensor model for crossing tracts in DWI,2006,Magnetic Resonance Imaging,,
"Dai, A.I.",Paediatric cerebral venous thrombosis,2006,Journal of the Pakistan Medical Association,,
"Omuro, A.M; Leite, C.C; Mokhtari, K; Delattre, J.-Y.",Pitfalls in the diagnosis of brain tumours,2006,Lancet Neurology,,
"Saur, D; Buchert, R; Knab, R; Weiller, C; R’_ther, J.",Iomazenil-single-photon emission computed tomography reveals selective neuronal loss in magnetic resonance-defined mismatch areas,2006,Stroke,,
"Majumdar, S.",Magnetic resonance imaging and spectroscopy of the intervertebral disc,2006,NMR in Biomedicine,,
"Saji, N; Yamamoto, N; Yoda, J; Tadano, M; Yamasaki, H; Shimizu, H; Kawarai, T; Kita, Y.",An adult case of acute encephalopathy associated with bilateral thalamic lesions and peripheral neuropathy,2006,Brain and Nerve,,
"Riddell, A.M; Richardson, C; Scurr, E; Brown, G.",The developement and optimization of high spatial resolution MRI for imaging the oesophagus using an external surface coil,2006,British Journal of Radiology,,
"Baudin, G; Novellas, S; Buratti, M.S; Saint-Paul, M.C; Chevallier, P; Gugenheim, J; Bruneton, J.N.",Atypical MRI features of a biliary cystadenoma revealed by jaundice,2006,Clinical Imaging,,
"Tanenbaum, L.N.",Clinical 3T MRI: Mastering the challenges,2006,Applied Radiology,,
"Park, J; Rubinas, T.C; Fordham, L.A; Phillips, J.D.",Multifocal gastrointestinal stromal tumor (GIST) of the stomach in an 11-year-old girl,2006,Pediatric Radiology,,
"Young, A.A.",Assessment of cardiac performance with magnetic resonance imaging,2006,Current Cardiology Reviews,,
"Ng, H.P; Ong, S.H; Hu, Q; Foong, K.W.C; Goh, P.S; Nowinski, W.L.",Muscles of mastication model-based MR image segmentation,2006,International Journal of Computer Assisted Radiology and Surgery,,
"Park, S.-H; Kim, J.-Y; Kim, J.-M; Jeon, B.S; Hong, Y.-H.",Oro-bucco-lingual dyskinesia associated with nonketotic hyperglycaemia,2006,Journal of Clinical Neuroscience,,
"Soares-Fernandes, J; Beleza, P; Ribeiro, M; Mar’©, R; Almeida, F; Rocha, J.",Wallerian degeneration after stroke: A new prognostic factor? | Degeneresc’éncia walleriana p’_s-enfarte - Um novo factor progn’_stico?,2006,Acta Medica Portuguesa,,
"Kong, A; Koukourou, A; Boyd, M; Crowe, G.",Metastatic adenocarcinoma mimicking 'target sign' of cerebral tuberculosis,2006,Journal of Clinical Neuroscience,,
"Kobayashi, N; Miyachi, S; Hattori, K; Tanasawa, T; Okada, T; Endo, O; Yamamoto, N.",Carotid angioplasty with stenting for chronic internal carotid artery occlusion: Technical note,2006,Neuroradiology,,
"Mori, K; Takahashi, N; Hiratsuka, M; Shiigai, M; Minami, M; Oda, T; Ohkohchi, N; Morishita, Y.",Detection of hepatic metastases using ferucarbotran-enhanced MR imaging: Feasibility and diagnostic accuracy of three-dimensional sensitivity-encoding water-excitation multishot echo-planar sequence (3D-SWEEP),2006,Journal of Magnetic Resonance Imaging,,
"Fukuyama, H.",Neuroimaging in mild cognitive impairment,2006,Clinical Neurology,,
"Gorantla, S; Dou, H; Boska, M; Destache, C.J; Nelson, J; Poluektova, L; Rabinow, B.E; Gendelman, H.E; Mosley, R.L.",Quantitative magnetic resonance and SPECT imaging for macrophage tissue migration and nanoformulated drug delivery,2006,Journal of Leukocyte Biology,,
"Khoo, V.S; Joon, D.L.",New developments in MRI for target volume delineation in radiotherapy,2006,British Journal of Radiology,,
"Dauguet, J; Peled, S; Berezovskii, V; Delzescaux, T; Warfield, S.K; Born, R; Westin, C.-F.",3D histological reconstruction of fiber tracts and direct comparison with diffusion tensor MRI tractography,2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
"Basu, S; Fletcher, T; Whitaker, R.",Rician noise removal in diffusion tensor MRI,2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
"Zhang, F; Hancock, E.R.",Riemannian graph diffusion for DT-MRI regularization,2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
"Kindlmann, G; Tricoche, X; Westin, C.-F.",Anisotropy creases delineate white matter structure in diffusion tensor MRI,2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
"Augenstein, K.F; Cowan, B.R; LeGrice, I.J; Young, A.A.",Estimation of cardiac hyperelastic material properties from MRI tissue tagging and diffusion tensor imaging,2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
"Merhof, D; Richter, M; Enders, F; Hastreiter, P; Ganslandt, O; Buchfelder, M; Nimsky, C; Greiner, G.",Fast and accurate connectivity analysis between functional regions based on DT-MRI,2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
"Yu, G; Wang, C; Zhang, H; Yang, Y; Bian, Z.",A novel fuzzy segmentation approach for brain MRI,2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
"Kotb, M.M; Tantawi, W.H; Elsayed, A.A; Damanhouri, G.A; Malibary, H.M.",Brain MRI and CT findings in sickle cell disease patients from Western Saudi Arabia,2006,Neurosciences,,
"Xie, J; Heng, P.-A; Ho, S.S.M; Shah, M.",Image diffusion using saliency bilateral filter,2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
"Butson, C.R; Cooper, S.E; Henderson, J.M; McIntyre, C.C.",Predicting the effects of deep brain stimulation with diffusion tensor based electric field models,2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
null,"Medical Image Computing and Computer-Assisted Intervention, MICCAI 2006 - 9th International Conference, Proceedings",2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
null,"Medical Image Computing and Computer-Assisted Intervention, MICCAI 2006 - 9th International Conference, Proceedings",2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
"Chen, X; Wen, W; Anstey, K.J; Sachdev, P.S.",Effects of cerebrovascular risk factors on gray matter volume in adults aged 60-64 years: A voxel-based morphometric study,2006,Psychiatry Research - Neuroimaging,,
"Han, Y.-T; Dai, J.-P.",MRI study on the diffusion of pineal region germinoma,2006,Chinese Journal of Medical Imaging Technology,,
"Zheng, K.-H; Ma, L; Guo, Y; Lin, W; Huang, M.-H; Zhang, Y.-Q; Zhao, S.-C; Qian, M.-Z; Liang, Y.-K; Tao, L.-B.",MRI features of Creutzfeldt-Jakob disease,2006,Chinese Journal of Medical Imaging Technology,,
"Hyori, T.",Diffusion-weighted MRI imaging in acute stage of cerebral infarction,2006,Nippon Hoshasen Gijutsu Gakkai zasshi,,
"Zhang, F; Hancock, E.R.",Smoothing tensor-valued images using anisotropic geodesic diffusion,2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,
"Makris, N; Kaiser, J; Haselgrove, C; Seidman, L.J; Biederman, J; Boriel, D; Valera, E.M; Papadimitriou, G.M; Fischl, B; Caviness Jr; V.S; Kennedy, D.N.",Human cerebral cortex: A system for the integration of volume- and surface-based representations,2006,NeuroImage,,
"Sakuma, H; Ishida, N; Takeda, K; Ichikawa, Y; Kitagawa, K.",MR assessment of myocardial viability,2006,Japanese Journal of Clinical Radiology,,
"Savadjiev, P; Campbell, J.S.W; Pike, G.B; Siddiqi, K.",3D curve inference for diffusion MRI regularization and fibre tractography,2006,Medical Image Analysis,,
"McMillan, K.M; Rogers, B.P; Field, A.S; Laird, A.R; Fine, J.P; Meyerand, M.E.","Physiologic characterisation of glioblastoma multiforme using MRI-based hypoxia mapping, chemical shift imaging, perfusion and diffusion maps",2006,Journal of Clinical Neuroscience,,
"Yerdelen, V.D; G’_ksel, B.K; Yildirim, T; KarataÅ™, M; Karaca, S; Reyhan, M; ’_zdo‰_u, H.","Thrombotic thrombocytopenic purpura with reversible neurological features: Brain diffusion MRI with ADC map, SPECT and EEG findings: A case report",2006,Neuroradiology Journal,,
"Matsuda, N; Yoshihara, A; Nishikata, R; Matsuda, T; Endo, K; Yamamoto, T.",A case of ticlopidine-associated thrombotic thrombocytopenic purpura: Special emphasis on diffusion weighted MRI,2006,Clinical Neurology,,
"Alharbi, F.S; Albadr, F.B; Alorainy, I.A; Almigbal, T.H; Alazwary, N.",Role of diffusion-weighted MRI in Neuro-Beh’_et's disease,2006,Neurosciences,,
"O'Gorman, R.L; Jones, D.K.",Just how much data need to be collected for reliable bootstrap DT-MRI?,2006,Magnetic Resonance in Medicine,,
"Nakamura, H; Kuratsu, J.-I.",MRI & PET imaging in malignant brain tumors,2006,Japanese Journal of Neurosurgery,,
"Da Pozzo, S; Manara, R; Tonello, S; Carollo, C.",Conventional and diffusion-weighted MRI in progressive multifocal leukoencephalopathy: New elements for identification and follow-up | RMN convenzionale e diffusion-weighted nella leucoencefalopatia progressiva multifocale: Nuovi elementi per l'identificazione ed il follow-up,2006,Radiologia Medica,,
"Schroeder, P.C; Post, M.J.D; Oschatz, E; Stadler, A; Bruce-Gregorios, J; Thurnher, M.M.",Analysis of the utility of diffusion-weighted MRI and apparent diffusion coefficient values in distinguishing central nervous system toxoplasmosis from lymphoma,2006,Neuroradiology,,
"Fujikawa, A; Tsuchiya, K; Honya, K; Nitatori, T.",Comparison of MRI sequences to detect ventriculitis,2006,American Journal of Roentgenology,,
"Wozniak, J.R; Mueller, B.A; Chang, P.-N; Muetzel, R.L; Caros, L; Lim, K.O.",Diffusion tensor imaging in children with fetal alcohol spectrum disorders,2006,Alcoholism: Clinical and Experimental Research,,
"Perez, A; Restrepo, L; Kleinman, J.T; Barker, P; Beauchamp, N; Wityk, R.J.",Patients with diffusion-perfusion mismatch on magnetic resonance imaging 48 hours or more after stroke symptom onset: Clinical and imaging features,2006,Journal of Neuroimaging,,
"Mueller, S.G; Schuff, N; Weiner, M.W.",Evaluation of treatment effects in Alzheimer's and other neurodegenerative diseases by MRI and MRS,2006,NMR in Biomedicine,,
