Authors,Title,Year,Sourcetitle,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited,Link,Document Type,Source,EID
"Li, X.-C., Giot, J.-F., Kuhl, D., Hen, R., Kandel, E.R.",Cloning and characterization of two related serotonergic receptors from the brain and the reproductive system of Aplysia that activate phospholipase C,1995,Journal of Neuroscience,15,11,,7585,7591,,50,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028881817&partnerID=40&md5=1877655f48738f7fa9c00c4483adc780,Article,Scopus,2-s2.0-0028881817
"Monsch, A.U., Bondi, M.W., Salmon, D.P., Butters, N., Thal, L.J., Hansen, L.A., Wiederholt, W.C., Cahn, D.A., Klauber, M.R.",Clinical validity of the mattis dementia rating scale in detecting dementia of the Alzheimer type: A double cross-validation and application to a community-dwelling sample,1995,Archives of Neurology,52,9,,899,904,,126,http://www.scopus.com/inward/record.url?eid=2-s2.0-0029088684&partnerID=40&md5=784238bba0652e14f999229ec746b5f7,Article,Scopus,2-s2.0-0029088684
"Winocur, G.",Glucose-enhanced performance by aged rats on a test of conditional discrimination learning,1995,Psychobiology,23,4,,270,276,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028850069&partnerID=40&md5=ae66dee5fb331a305e97b31f3319525e,Article,Scopus,2-s2.0-0028850069
"Ackermann, H., Daum, I.","Cerebellum and cognition - The neuropsychological and neuroradiological evidence | KLEINHIRN UND KOGNITION - PSYCHOPATHOLOGISCHE, NEUROPSYCHOLOGISCHE UND NEURORADIOLOGISCHE BEFUNDE",1995,Fortschritte der Neurologie Psychiatrie,63,1,,30,37,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028799740&partnerID=40&md5=dabadabeeb899abf0202c5d2d33bcda2,Review,Scopus,2-s2.0-0028799740
"Liljenstrom, H., Hasselmo, M.E.",Cholinergic modulation of cortical oscillatory dynamics,1995,Journal of Neurophysiology,74,1,,288,297,,59,http://www.scopus.com/inward/record.url?eid=2-s2.0-0029144865&partnerID=40&md5=0964cf797013c2701ceb48bb365d7a97,Article,Scopus,2-s2.0-0029144865
"Ragozzino, M.E., Gold, P.E.",Task-dependent effects of intra-amygdala morphine injections: Attenuation by intra-amygdala glucose injections,1994,Journal of Neuroscience,14,12,,7478,7485,,60,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028080050&partnerID=40&md5=8a4db5f1438d566bbc7fbf189619c8d4,Article,Scopus,2-s2.0-0028080050
"Bannerman, D.M., Chapman, P.F., Kelly, P.A.T., Butcher, S.P., Morris, R.G.M.",Inhibition of nitric oxide synthase does not impair spatial learning,1994,Journal of Neuroscience,14,12,,7404,7414,,126,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027996852&partnerID=40&md5=bc82f8d1906d58269b58428c2dc14adc,Article,Scopus,2-s2.0-0027996852
"Jung, M.W., Wiener, S.I., McNaughton, B.L.",Comparison of spatial firing characteristics of units in dorsal and ventral hippocampus of the rat,1994,Journal of Neuroscience,14,12,,7347,7356,,288,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027973505&partnerID=40&md5=bcc6a6df83cf4df589165d30d5c81475,Article,Scopus,2-s2.0-0027973505
"Maurice, T., Su, T.-P., Parish, D.W., Nabeshima, T., Privat, A.","PRE-084, a Ïƒ selective PCP derivative, attenuates MK-801-induced impairment of learning in mice",1994,Pharmacology Biochemistry and Behavior,49,4,,859,869,,72,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027944759&partnerID=40&md5=0cd9a2ea3c813ec8f10382b1c28d2c6f,Article,Scopus,2-s2.0-0027944759
"Whishaw, I.Q., Cassel, J.-C., Majchrzak, M., Cassel, S., Will, B.",'Short-stops' in rats with fimbria-fornix lesions: Evidence for change in the mobility gradient,1994,Hippocampus,4,5,,577,582,,33,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028088669&partnerID=40&md5=24909d808676ae6ac6e76d68e3408680,Article,Scopus,2-s2.0-0028088669
"Fin, C., Schmitz, P.K., Da Silva, R.C., Bernabeu, R., Medina, J.H., Izquierdo, I.","Intrahippocampal, but not intra-amygdala, infusion of an inhibitor of heme oxygenase causes retrograde amnesia in the rat",1994,European Journal of Pharmacology,271,1,,227,229,,18,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027996042&partnerID=40&md5=be3c4446521bd9129dfa18cdd40c6075,Article,Scopus,2-s2.0-0027996042
"Zola-Morgan, S., Squire, L.R., Ramus, S.J.",Severity of memory impairment in monkeys as a function of locus and extent of damage within the medial temporal lobe memory system,1994,Hippocampus,4,4,,483,495,,170,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028149026&partnerID=40&md5=8f390e6e4cd6ff16743ab59a86809500,Article,Scopus,2-s2.0-0028149026
"Markus, E.J., Barnes, C.A., McNaughton, B.L., Gladden, V.L., Skaggs, W.E.",Spatial information content and reliability of hippocampal CA1 neurons: Effects of visual input,1994,Hippocampus,4,4,,410,421,,150,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028029502&partnerID=40&md5=0942a6f92daf856ed3c3a655c0aa4d76,Article,Scopus,2-s2.0-0028029502
"Loring, D.W., Meador, K.J., Lee, G.P., Nichols, M.E., King, D.W., Gallagher, B.B., Murro, A.M., Smith, J.R.",Wada memory performance predicts seizure outcome following anterior temporal lobectomy,1994,Neurology,44,12,,2322,2324,,73,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028125187&partnerID=40&md5=a19033a4bb19f4f2a9d375ca0b26990c,Article,Scopus,2-s2.0-0028125187
"Markowitsch, H.J.",The memory storehouse,1994,Trends in Neurosciences,17,12,,513,,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028172928&partnerID=40&md5=cb6efa5ad0d5aa91e298c4c05c705238,Letter,Scopus,2-s2.0-0028172928
"Parent, M.B., West, M., McGaugh, J.L.",Memory of rats with amygdala lesions induced 30 days after footshock- motivated escape training reflects degree of original training,1994,Behavioral Neuroscience,108,6,,1080,1087,,43,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028558587&partnerID=40&md5=e402bd75eeaa80503624ec789fe1e3fc,Article,Scopus,2-s2.0-0028558587
"Patterson, K., Graham, N., Hodges, J.R.",The impact of semantic memory loss on phonological representations,1994,Journal of Cognitive Neuroscience,6,1,,57,69,,141,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028153964&partnerID=40&md5=319b1f22629af80068bfdd5511b9f741,Article,Scopus,2-s2.0-0028153964
"Rapp, P.R., Kansky, M.T., Roberts, J.A., Eichenbaum, H.",New directions for studying cognitive decline in old monkeys,1994,Seminars in the Neurosciences,6,6,,369,377,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028645507&partnerID=40&md5=c44350de545158ea779c6a4976a6f4aa,Review,Scopus,2-s2.0-0028645507
"Tulving, E., Markowitsch, H.J., Kapur, S., Habib, R., Houle, S.",Novelty encoding networks in the human brain: Positron emission tomography data,1994,NeuroReport,5,18,,2525,2528,,214,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028586046&partnerID=40&md5=166f0887a9795e9fc278662da0776038,Article,Scopus,2-s2.0-0028586046
"Tiitinen, H., Sinkkonen, J., May, P., Naatanen, R.",The auditory transient 40-Hz response is insensitive to changes in stimulus features,1994,NeuroReport,6,1,,190,192,,30,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028606908&partnerID=40&md5=52478c66b4bd866e6523bac286f4d490,Article,Scopus,2-s2.0-0028606908
"Mayes, A.R., Downes, J.J., Symons, V., Shoqeirat, M.",Do amnesics forget faces pathologically fast?,1994,Cortex,30,4,,543,563,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028566281&partnerID=40&md5=7923a57bdd341a03f09ffe335e944de1,Article,Scopus,2-s2.0-0028566281
"Goldstein, J.M., Seidman, L.J., Santangelo, S., Knapp, P.H., Tsuang, M.T.",Are schizophrenic men at higher risk for developmental deficits than schizophrenic women? Implications for adult neuropsychological functions,1994,Journal of Psychiatric Research,28,6,,483,498,,44,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028587354&partnerID=40&md5=3c6cbf9f7987848270e1e8bae1bc415f,Article,Scopus,2-s2.0-0028587354
"Rolls, E.T., Hornak, J., Wade, D., McGrath, J.",Emotion-related learning in patients with social and emotional changes associated with frontal lobe damage,1994,Journal of Neurology Neurosurgery and Psychiatry,57,12,,1518,1524,,579,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028618395&partnerID=40&md5=b2b620577f19899b88d600666d4a20b6,Article,Scopus,2-s2.0-0028618395
"Nichelli, P., Appollonio, I., Clark, K., Grafman, J.",Word frequency monitoring in Parkinson disease: An analysis of accuracy and precision,1994,"Neuropsychiatry, Neuropsychology and Behavioral Neurology",7,4,,289,294,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028631144&partnerID=40&md5=e5ef994b4c3a0d8b7cfc838e4497336c,Article,Scopus,2-s2.0-0028631144
"Nitta, A., Katono, Y., Itoh, A., Hasegawa, T., Nabeshima, T.",Nicotine reverses scopolamine-induced impairment of performance in passive avoidance task in rats through its action on the dopaminergic neuronal system,1994,"Pharmacology, Biochemistry and Behavior",49,4,,807,812,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028134693&partnerID=40&md5=5c0aab867ef57b295b257d9e3226131b,Article,Scopus,2-s2.0-0028134693
"Dubois, B., Malapani, C., Verin, M., Rogelet, P., Deweer, B., Pillon, B.",Cognitive functions and the basal ganglia: The model of Parkinson's disease | FONCTIONS COGNITIVES ET NOYAUX GRIS CENTRAUX: LE MODELE DE LA MALADIE DE PARKINSON,1994,Revue Neurologique,150,11,,763,770,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028618342&partnerID=40&md5=e24cfad4d0b7eb3c735b3e1fbab44f57,Article,Scopus,2-s2.0-0028618342
"Salinas, J.A., Dickinson-Anson, H., McGaugh, J.L.",Midazolam administered to rats induces anterograde amnesia for changes in reward magnitude,1994,Behavioral Neuroscience,108,6,,1059,1064,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028566570&partnerID=40&md5=c54a8a93c3477844bf8b4e94815db728,Article,Scopus,2-s2.0-0028566570
"Rolls, E.T.",Brain mechanisms for invariant visual recognition and learning,1994,Behavioural Processes,33,2-Jan,,113,138,,51,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028595982&partnerID=40&md5=34eefd3166d90b27491d20aeab656b10,Review,Scopus,2-s2.0-0028595982
"Barnes, C.A., Treves, A., Rao, G., Shen, J.",Electrophysiological markers of cognitive aging: Region specificity and computational consequences,1994,Seminars in the Neurosciences,6,6,,359,367,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028659215&partnerID=40&md5=d6c0f7189b6849a32f87ea6ceea8fafd,Review,Scopus,2-s2.0-0028659215
"Allain, H., Bernard, P.M., Dartigues, J.F., Derouesne, C., Dubois, B., Hugonot, L., Laurent, B., Leger, J.M., Malauzat, D., Michel, B., Nieoullon, A., Orgogozo, J.M., Petit, H., Sambuc, R., Scotto, J.C., Sebban, C., Serratrice, G.",Point of view on methodology of clinical trials of cognition enhancing drugs in aged patients | POINT DE VUE SUR LA METHODOLOGIE DES ESSAIS DE MEDICAMENTS A VISEE COGNITIVE CHEZ LES SUJETS AGES,1994,Encephale,20,6,,725,739,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028597923&partnerID=40&md5=5c7d991183c5eb4d8fb2aa54685f57a7,Article,Scopus,2-s2.0-0028597923
"Hajek, I., SykovÃ¡, E., Sedman, G., Ng, K.T.","Na+,K+-ATPase activity in young chicks after taste stimulation",1994,Brain Research Bulletin,33,1,,87,91,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027432314&partnerID=40&md5=f57ba7a3d3a72aa6ad385c56d9b2123d,Article,Scopus,2-s2.0-0027432314
"Treves, A., Rolls, E.T.",Computational analysis of the role of the hippocampus in memory,1994,Hippocampus,4,3,,374,391,,452,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028109694&partnerID=40&md5=2b4625e01f53bdde15a7bc5d7a6fe9a6,Article,Scopus,2-s2.0-0028109694
"Neave, N., Lloyd, S., Sahgal, A., Aggleton, J.P.",Lack of effect of lesions in the anterior cingulate cortex and retrosplenial cortex on certain tests of spatial memory in the rat,1994,Behavioural Brain Research,65,1,,89,101,,68,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028004636&partnerID=40&md5=d9d6e7323995c0e1300f9e94c9b2dfb6,Article,Scopus,2-s2.0-0028004636
"Helmstaedter, C., Elger, C.E., Lendt, M.",Postictal courses of cognitive deficits in focal epilepsies,1994,Epilepsia,35,5,,1073,1078,,62,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027973090&partnerID=40&md5=2ce06515b34fff2018a04a0a923b88bd,Article,Scopus,2-s2.0-0027973090
"O'Mara, S.M., Rolls, E.T., Berthoz, A., Kesner, R.P.",Neurons responding to whole-body motion in the primate hippocampus,1994,Journal of Neuroscience,14,11 I,,6511,6523,,95,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028149376&partnerID=40&md5=b8599997fe44018e428f21180ad1a2d2,Article,Scopus,2-s2.0-0028149376
"Marighetto, A., Micheau, J., Jaffard, R.",Effects of intraseptally injected glutamatergic drugs on hippocampal sodium-dependent high-affinity choline uptake in 'naive' and 'trained' mice,1994,Pharmacology Biochemistry and Behavior,49,3,,689,699,,21,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028062755&partnerID=40&md5=0a065355f587333e7982172ae63ee892,Article,Scopus,2-s2.0-0028062755
"Jeltsch, H., Cassel, J.C., Neufang, B., Kelche, C., Hertting, G., Jackisch, R., Will, B.",The effects of intrahippocampal raphe and/or septal grafts in rats with fimbria-fornix lesions depend on the origin of the grafted tissue and the behavioural task used,1994,Neuroscience,63,1,,19,39,,30,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028072306&partnerID=40&md5=5633143baac44b72669276f6b7dc074c,Article,Scopus,2-s2.0-0028072306
"Reber, P.J., Squire, L.R.",Parallel brain systems for learning with and without awareness.,1994,"Learning & memory (Cold Spring Harbor, N.Y.)",1,4,,217,229,,122,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028535482&partnerID=40&md5=cd8e36309e28311747ec26d2309e1af7,Article,Scopus,2-s2.0-0028535482
"Desmond, D.W., Tatemichi, T.K., Figueroa, M., Gropen, T.I., Stern, Y.","Disorientation following stroke: Frequency, course, and clinical correlates",1994,Journal of Neurology,241,10,,585,591,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028147009&partnerID=40&md5=6414be86e699d54eab00838ea27b9e93,Article,Scopus,2-s2.0-0028147009
"Parent, M.B., McGaugh, J.L.",Posttraining infusion of lidocaine into the amygdala basolateral complex impairs retention of inhibitory avoidance training,1994,Brain Research,661,2-Jan,,97,103,,98,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027960134&partnerID=40&md5=82c9036817c888a028547334e0c831d3,Article,Scopus,2-s2.0-0027960134
"Behrmann, M., Moscovitch, M., Winocur, G.",Intact Visual Imagery and Impaired Visual Perception in a Patient With Visual Agnosia,1994,Journal of Experimental Psychology: Human Perception and Performance,20,5,,1068,1087,,66,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028521023&partnerID=40&md5=3e639377c172ed07ea70100c0ba935ba,Article,Scopus,2-s2.0-0028521023
"Barnes, C.A., Jung, M.W., McNaughton, B.L., Korol, D.L., Andreasson, K., Worley, P.F.",LTP saturation and spatial learning disruption: Effects of task variables and saturation levels,1994,Journal of Neuroscience,14,10,,5793,5806,,140,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028025251&partnerID=40&md5=eaa3d37c85d4d2e2994711ee9bc11159,Article,Scopus,2-s2.0-0028025251
"Rosser, A.E., Hodges, J.R.","The dementia rating scale in Alzheimer's disease, Huntington's disease and progressive supranuclear palsy",1994,Journal of Neurology,241,9,,531,536,,30,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028114037&partnerID=40&md5=af087e5e2e26ea4b450ee540b51e0408,Article,Scopus,2-s2.0-0028114037
"Levin, E.D., Briggs, S.J., Christopher, N.C., Auman, J.T.",Working memory performance and cholinergic effects in the ventral tegmental area and substantia nigra,1994,Brain Research,657,2-Jan,,165,170,,45,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028141417&partnerID=40&md5=9c977564f87bd98ca21bbe631c369e81,Article,Scopus,2-s2.0-0028141417
"Loring, D.W., Hermann, B.P., Meador, K.J., Lee, G.P., Gallagher, B.B., King, D.W., Murro, A.M., Smith, J.R., Wyler, A.R.",Amnesia after unilateral temporal lobectomy: A case report,1994,Epilepsia,35,4,,757,763,,47,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027933185&partnerID=40&md5=02ce563110dd0db38d327ca13ee33e33,Article,Scopus,2-s2.0-0027933185
"Carlesimo, G.A., Fadda, L., Sabbadini, M., Caltagirone, C.",Visual repetition priming for words relies on access to the visual input lexicon: Evidence from a dyslexic patient,1994,Neuropsychologia,32,9,,1089,1100,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028107885&partnerID=40&md5=8ae735beba1aaa0bfbdbba57476a2019,Article,Scopus,2-s2.0-0028107885
"SirviÃ¶, J., Riekkinen Jr., P., JÃ_kÃ_lÃ_, P., Riekkinen, P.J.",Experimental studies on the role of serotonin in cognition,1994,Progress in Neurobiology,43,5-Apr,,363,379,,80,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028124147&partnerID=40&md5=e34ba4d6199ccd590dc0b20ce472cf45,Review,Scopus,2-s2.0-0028124147
"Eichenbaum, H., Otto, T., Cohen, N.J.",Two functional components of the hippocampal memory system,1994,Behavioral and Brain Sciences,17,3,,449,517,,616,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027951233&partnerID=40&md5=037ae312b2d6bb914455ef5cf9830bcc,Article,Scopus,2-s2.0-0027951233
"Gaffan, D.",Scene-specific memory for objects: A model of episodic memory impairment in monkeys with fornix transection,1994,Journal of Cognitive Neuroscience,6,4,,305,320,,240,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027996898&partnerID=40&md5=bed42f12e8fe506ef89d4b24fe46db25,Article,Scopus,2-s2.0-0027996898
"Soininen, H.S., Partanen, K., PitkÃ_nen, A., Vainio, P., HÃ_nninen, T., Hallikainen, M., Koivisto, K., Riekkinen Sr., P.J.",Volumetric MRI analysis of the amygdala and the hippocampus in subjects with age-associated memory impairment: Correlation to visual and verbal memory,1994,Neurology,44,9,,1660,1668,,215,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027932872&partnerID=40&md5=1997371adfbd4a2be5f3eb04a6205578,Article,Scopus,2-s2.0-0027932872
"Gooding, P.A., Mayes, A.R., Meudell, P.",Long lasting indirect memory performance for abstract shapes in amnesics and matched controls,1994,Neuropsychologia,32,9,,1135,1143,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028069940&partnerID=40&md5=9751befe5be93b54c21c9dcbe8cd82b7,Article,Scopus,2-s2.0-0028069940
"Schacter, D.L., Church, B.A., Osowiecki, D.M.",Auditory priming in elderly adults: impairment of voice-specific implicit memory.,1994,"Memory (Hove, England)",2,3,,295,323,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028511034&partnerID=40&md5=2b4d594786e782c69944cd5d5d0735e3,Article,Scopus,2-s2.0-0028511034
"Tranel, D., Damasio, A.R., Damasio, H., Brandt, J.P.",Sensorimotor skill learning in amnesia: Additional evidence for the neural basis of nondeclarative memory,1994,Learning Memory,1,3,,165,179,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028503015&partnerID=40&md5=5daa86699240d912f887bdc832fb3868,Article,Scopus,2-s2.0-0028503015
"Kieburtz, K., McDermott, M., Como, P., Growdon, J., Brady, J., Carter, J., Huber, S., Kanigan, B., Landow, E., Rudolph, A., Saint-Cyr, J., Stern, Y., Tennis, M., Thelen, J., Shoulson, I.",The effect of deprenyl and tocopherol on cognitive performance in early untreated Parkinson's disease,1994,Neurology,44,9,,1756,1759,,45,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028025072&partnerID=40&md5=162c1cb9d099a392e23ca5bccf402b7a,Article,Scopus,2-s2.0-0028025072
"MacAndrew, S.B., Jones, G.V., Mayes, A.R.",No selective deficit in recall in amnesia.,1994,"Memory (Hove, England)",2,3,,241,254,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028508559&partnerID=40&md5=fb58b5a37905b960249d57ebc981251a,Article,Scopus,2-s2.0-0028508559
"Vaher, P.R., Luine, V.N., Gould, E., McEwen, B.S.",Effects of adrenalectomy on spatial memory performance and dentate gyrus morphology,1994,Brain Research,656,1,,71,78,,59,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027989822&partnerID=40&md5=7f79b9d341fcf38c5cfb3ea97f8e6a56,Article,Scopus,2-s2.0-0027989822
"Ragozzino, M.E., Wenk, G.L., Gold, P.E.",Glucose attenuates a morphine-induced decrease in hippocampal acetylcholine output: an in vivo microdialysis study in rats,1994,Brain Research,655,2-Jan,,77,82,,49,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027992018&partnerID=40&md5=6fff216e3ef98baf324b996dac33d936,Article,Scopus,2-s2.0-0027992018
"Sandi, C., Rose, S.P.R.",Corticosteroid receptor antagonists are amnestic for passive avoidance learning in day-old chicks,1994,European Journal of Neuroscience,6,8,,1292,1297,,107,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028142582&partnerID=40&md5=563d707443d44e8be023f6ca702752fb,Article,Scopus,2-s2.0-0028142582
"Cho, Y.H., Jaffard, R.",The entorhinal cortex and a delayed non-matching-to-place task in mice: Emphasis on preoperative training and presentation procedure,1994,European Journal of Neuroscience,6,8,,1265,1274,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027934806&partnerID=40&md5=69632b1442c61ab7cd7e250b4ccf5d6d,Article,Scopus,2-s2.0-0027934806
"McEwen, B.S., Cameron, H., Chao, H.M., Gould, E., Luine, V., Magarinos, A.M., Pavlides, C., Spencer, R.L., Watanabe, Y., Woolley, C.",Resolving a mystery: Progress in understanding the function of adrenal steroid receptors in hippocampus,1994,Progress in Brain Research,100,,,149,155,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-20244369566&partnerID=40&md5=2dc83928fbc89c7bea6f451e6bc675f8,Review,Scopus,2-s2.0-20244369566
"Williams, C.L., McGaugh, J.L.",Enhancement of memory processing in an inhibitory avoidance and radial maze task by post-training infusion of bombesin into the nucleus tractus solitarius,1994,Brain Research,654,2,,251,256,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028040660&partnerID=40&md5=ac48881bfc0b18853c991aab5e321b6f,Article,Scopus,2-s2.0-0028040660
"Carlesimo, G.A.",Perceptual and conceptual priming in amnesic and alcoholic patients,1994,Neuropsychologia,32,8,,903,921,,50,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027954028&partnerID=40&md5=6ebf89ad6e2865af07848a41132c58f5,Article,Scopus,2-s2.0-0027954028
"Kesner, R.P., Hopkins, R.O., Fineman, B.",Item and order dissociation in humans with prefrontal cortex damage,1994,Neuropsychologia,32,8,,881,891,,96,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027954026&partnerID=40&md5=2c07a98114d648d551ebe9dd9a479251,Article,Scopus,2-s2.0-0027954026
"Helmstaedter, C., Kurthen, M., Linke, D.B., Elger, C.E.",Right hemisphere restitution of language and memory functions in right hemisphere language-dominant patients with left temporal lobe epilepsy,1994,Brain,117,4,,729,737,,52,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028167960&partnerID=40&md5=6c38d91fa476d4a2e907ccbae4ed4c50,Article,Scopus,2-s2.0-0028167960
"Daum, I., Ackermann, H.",Frontal-type memory impairment associated with thalamic damage,1994,International Journal of Neuroscience,77,4-Mar,,187,198,,39,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028486236&partnerID=40&md5=4f776f6b58d9f4aef7a39b8dd45f6115,Article,Scopus,2-s2.0-0028486236
"Vargha-Khadem, F., Isaacs, E., Mishkin, M.","Agnosia, alexia and a remarkable form of amnesia in an adolescent boy",1994,Brain,117,4,,683,703,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028070020&partnerID=40&md5=0de0739087253a10129b7bf4a6916a1f,Article,Scopus,2-s2.0-0028070020
"Walker, D.L., Gold, P.E.",Intra-amygdala kinase inhibitors disrupt retention of a learned avoidance response in rats,1994,Neuroscience Letters,176,2,,255,258,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027964452&partnerID=40&md5=8cc2f8adbc02c564da5249183559a4b8,Article,Scopus,2-s2.0-0027964452
"Marighetto, A., Jaffard, R., Micheau, J.",Effects of intraseptally injected noradrenergic drugs on hippocampal sodium-dependent-high-affinity-choline-uptake in 'resting' and 'trained' mice,1994,Brain Research,652,1,,120,128,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028199856&partnerID=40&md5=7e57b619f6ffb3112d1deefbf40407ac,Article,Scopus,2-s2.0-0028199856
"Bianchin, M., Da Silva, R.C., Schmitz, P.K., Medina, J.H., Izquierdo, I.",Memory of inhibitory avoidance in the rat is regulated by glutamate metabotropic receptors in the hippocampus,1994,Behavioural Pharmacology,5,3,,356,359,,59,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028277969&partnerID=40&md5=59a24abe0e7b94f839f2ed9efc33e45d,Article,Scopus,2-s2.0-0028277969
"Shaw, C., Aggleton, J.P.",The ability of amnesic subjects to estimate time intervals,1994,Neuropsychologia,32,7,,857,873,,40,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028234309&partnerID=40&md5=414fad476dd0fa632e52400a46b580f1,Article,Scopus,2-s2.0-0028234309
"Hunt, P.R., Neave, N., Shaw, C., Aggleton, J.P.",The effects of lesions to the fornix and dorsomedial thalamus on concurrent discrimination learning by rats,1994,Behavioural Brain Research,62,2,,195,205,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028335536&partnerID=40&md5=cf8b299bd45e7156ed9807b66c454fdb,Article,Scopus,2-s2.0-0028335536
"Rickard, N.S., Ng, K.T., Gibbs, M.E.",A nitric oxide agonist stimulates consolidation of long-term memory in the 1-day-old chick,1994,Behavioral Neuroscience,108,3,,640,644,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028246814&partnerID=40&md5=f0a84a4810f56505baaa101a12c21680,Article,Scopus,2-s2.0-0028246814
"Murray, E.A., Gaffan, D.",Removal of the amygdala plus subjacent cortex disrupts the retention of both intramodal and crossmodal associative memories in monkeys,1994,Behavioral Neuroscience,108,3,,494,500,,23,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028346408&partnerID=40&md5=f13f57dd345f2396a84ad570d762edbc,Article,Scopus,2-s2.0-0028346408
"Litvan, I., Blesa, R., Clark, K., Nichelli, P., Atack, J.R., Mouradian, M.M., Grafman, J., Chase, T.N.",Pharmacological evaluation of the cholinergic system in progressive supranuclear palsy,1994,Annals of Neurology,36,1,,55,61,,32,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028284299&partnerID=40&md5=b97d99a866c53d2ce0cc5fa22641b481,Article,Scopus,2-s2.0-0028284299
"Jacobs, D., Sano, M., Marder, K., Bell, K., Bylsma, F., Lafleche, G., Albert, M., Brandt, J., Stern, Y.",Age at onset of Alzheimer's disease: Relation to pattern of cognitive dysfunction and rate of decline,1994,Neurology,44,7,,1215,1220,,149,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027930338&partnerID=40&md5=2f3a16731fa5d148f3512198b30b7ee2,Article,Scopus,2-s2.0-0027930338
